speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,936.125,alive,airbag,belted,1,m,17,1999,1993,nodeploy,driver,0,0
25-39,49.898999999743,alive,none,belted,1,m,44,1999,1991,unavail,driver,0,0
10-24,49.898999999743,alive,airbag,belted,0,m,80,1999,1996,deploy,driver,1,2
10-24,49.898999999743,alive,airbag,belted,0,f,79,1999,1996,deploy,pass,1,1
10-24,589.666999995708,alive,none,belted,1,f,37,1999,1991,unavail,driver,0,1
10-24,422.373999997973,alive,airbag,belted,1,m,29,1999,1996,deploy,driver,1,0
10-24,422.373999997973,alive,airbag,belted,1,m,31,1999,1996,deploy,pass,1,0
25-39,110.571999999695,alive,none,none,0,m,23,1999,1987,unavail,driver,0,2
25-39,110.571999999695,alive,none,belted,1,m,41,1999,1980,unavail,driver,0,1
25-39,4.49099999997998,alive,none,belted,1,m,45,1999,1992,unavail,driver,0,1
25-39,4.49099999997998,alive,none,none,1,m,41,1999,1992,unavail,pass,0,3
10-24,412.761999998242,alive,none,belted,1,f,78,1999,1987,unavail,driver,0,2
10-24,4.49099999997998,alive,airbag,belted,0,m,54,1999,1998,nodeploy,driver,0,0
10-24,22.8149999999441,alive,none,belted,1,m,48,1999,1984,unavail,driver,0,3
10-24,332.982999999076,alive,airbag,belted,0,f,55,1999,1997,nodeploy,driver,0,0
25-39,3.19899999999325,alive,airbag,belted,0,m,24,1999,1998,nodeploy,driver,0,3
25-39,3.19899999999325,alive,none,belted,1,f,47,1999,1985,unavail,driver,0,0
10-24,16.2879999999423,alive,none,belted,1,f,85,1999,1964,unavail,driver,0,3
10-24,16.2879999999423,alive,none,belted,1,m,20,1999,1992,unavail,driver,0,1
25-39,50.6759999999776,alive,airbag,belted,0,m,16,1999,1999,nodeploy,driver,0,2
25-39,50.6759999999776,alive,airbag,belted,1,m,28,1999,2000,deploy,driver,1,0
25-39,50.6759999999776,alive,airbag,belted,1,f,28,1999,2000,deploy,pass,1,0
10-24,291.639999996871,alive,airbag,belted,1,m,60,1999,1998,nodeploy,driver,0,0
10-24,344.156999997795,alive,airbag,belted,1,m,30,1999,1996,deploy,driver,1,0
40-54,5.42699999996694,alive,none,none,1,m,35,1999,1987,unavail,driver,0,3
40-54,5.42699999996694,alive,none,none,1,m,20,1999,1985,unavail,driver,0,3
10-24,31.6479999998119,alive,airbag,belted,1,m,27,1999,1996,nodeploy,driver,0,0
10-24,31.6479999998119,alive,airbag,belted,1,f,65,1999,1999,nodeploy,driver,0,2
10-24,102.404999999329,alive,none,none,1,f,31,1999,1988,unavail,driver,0,2
10-24,373.990999996662,alive,none,belted,1,m,46,1999,1986,unavail,driver,0,1
25-39,26.3869999998715,alive,none,belted,1,m,60,1999,1997,unavail,driver,0,0
10-24,26.3869999998715,alive,airbag,belted,0,m,42,1999,1991,nodeploy,driver,0,1
55+,867.146999999881,alive,airbag,belted,1,f,27,2000,1992,nodeploy,driver,0,1
10-24,78.0109999999404,alive,none,none,1,m,82,2000,1994,unavail,driver,0,3
10-24,78.0109999999404,alive,airbag,belted,1,f,36,2000,1997,deploy,driver,1,1
10-24,857.590999998152,alive,none,belted,1,m,21,2000,1995,unavail,driver,0,1
25-39,55.3779999995604,alive,airbag,belted,1,m,41,2000,1997,deploy,driver,1,3
25-39,458.652999997139,alive,none,belted,0,f,17,2000,1990,unavail,driver,0,1
10-24,1282.77399998903,alive,none,belted,1,f,43,2000,1991,unavail,driver,0,0
10-24,150.375999998301,alive,airbag,belted,0,m,44,2000,1998,nodeploy,driver,0,1
10-24,1062.40299999714,alive,airbag,belted,1,m,40,2000,1993,deploy,driver,1,0
40-54,56.0149999996647,dead,none,belted,1,m,34,2000,1989,unavail,driver,0,4
40-54,56.0149999996647,dead,none,none,1,m,51,2000,1989,unavail,pass,0,4
25-39,26.4219999997877,alive,airbag,belted,1,m,45,2000,1996,deploy,driver,1,3
10-24,61.7979999999516,alive,airbag,belted,0,m,66,2000,1990,nodeploy,driver,0,3
10-24,26.1219999999739,alive,airbag,belted,1,f,43,2000,1999,deploy,driver,1,1
25-39,26.1219999999739,alive,airbag,belted,1,f,36,2000,1996,deploy,driver,1,1
40-54,173.479999998584,alive,none,none,1,f,40,2000,1989,unavail,driver,0,1
10-24,798.482999995351,alive,airbag,belted,0,f,19,2000,1995,nodeploy,driver,0,1
10-24,798.482999995351,alive,airbag,belted,0,f,41,2000,1995,nodeploy,pass,0,1
10-24,798.482999995351,alive,none,belted,1,m,18,2000,1986,unavail,driver,0,1
25-39,45.7639999999665,alive,airbag,belted,1,f,22,2000,1989,deploy,driver,1,2
25-39,45.7639999999665,alive,airbag,none,0,f,73,2000,1996,deploy,driver,1,3
10-24,48.7539999997243,alive,none,none,1,m,22,2000,1989,unavail,driver,0,1
10-24,48.7539999997243,alive,none,none,1,m,27,2000,1989,unavail,pass,0,1
10-24,48.7539999997243,alive,none,belted,1,f,24,2000,1986,unavail,driver,0,3
25-39,465.882999997586,alive,none,belted,1,m,48,2000,1991,unavail,driver,0,1
10-24,465.882999997586,alive,airbag,belted,0,m,55,2000,1995,nodeploy,driver,0,1
10-24,465.882999997586,alive,airbag,belted,0,f,51,2000,1995,nodeploy,pass,0,1
25-39,41.8549999999814,alive,none,belted,1,f,22,2000,1991,unavail,driver,0,1
25-39,41.8549999999814,alive,none,belted,1,f,20,2000,1991,unavail,pass,0,1
10-24,179.193999998271,alive,airbag,belted,0,m,18,2000,1995,deploy,driver,1,2
40-54,48.7539999997243,alive,airbag,belted,0,m,67,2000,1995,deploy,driver,1,3
10-24,1010.26799999923,alive,none,belted,1,m,51,2000,1986,unavail,driver,0,0
10-24,1010.26799999923,alive,none,belted,1,f,47,2000,1986,unavail,pass,0,1
10-24,41.8549999999814,alive,airbag,belted,1,m,18,2000,1994,deploy,driver,1,3
10-24,41.8549999999814,alive,airbag,belted,1,m,18,2000,1994,deploy,pass,1,0
25-39,43.3489999999292,alive,none,belted,1,f,17,2000,1989,unavail,driver,0,3
10-24,196.434999998659,alive,none,belted,0,f,18,2000,1989,unavail,driver,0,0
10-24,196.434999998659,alive,none,belted,0,f,19,2000,1989,unavail,pass,0,0
10-24,22.9969999999739,alive,none,belted,0,m,17,2000,1989,unavail,driver,0,1
10-24,22.9969999999739,alive,none,belted,0,m,17,2000,1989,unavail,pass,0,3
25-39,215.77499999851,alive,airbag,belted,1,f,41,2000,1997,deploy,driver,1,0
25-39,215.77499999851,alive,airbag,belted,0,m,42,2000,1997,nodeploy,driver,0,1
25-39,545.063999995589,alive,none,belted,0,m,21,2000,1985,unavail,driver,0,2
25-39,545.063999995589,alive,airbag,belted,1,f,38,2000,2000,deploy,driver,1,0
10-24,41.8549999999814,alive,none,belted,1,m,79,2000,1990,unavail,driver,0,3
25-39,41.8549999999814,alive,airbag,belted,1,f,41,2000,1993,deploy,driver,1,1
40-54,4285.15399998426,alive,none,belted,1,m,43,2000,1988,unavail,driver,0,0
55+,26.4219999997877,dead,none,belted,1,m,17,2000,1991,unavail,driver,0,4
10-24,99.2639999995008,alive,none,belted,0,m,68,2000,1985,unavail,driver,0,3
10-24,99.2639999995008,alive,airbag,belted,1,m,73,2000,1995,nodeploy,driver,0,0
10-24,99.2639999995008,alive,airbag,belted,1,f,53,2000,1995,nodeploy,pass,0,0
55+,47.5419999998994,alive,airbag,belted,0,m,20,2000,1997,deploy,driver,1,3
40-54,47.5419999998994,alive,none,none,1,f,33,2000,1988,unavail,driver,0,1
55+,47.5419999998994,alive,airbag,belted,1,m,25,2000,1998,deploy,driver,1,3
25-39,290.395999997854,alive,airbag,belted,1,m,24,2000,2000,deploy,driver,1,0
25-39,290.395999997854,alive,airbag,belted,1,f,33,2000,2000,deploy,pass,1,0
25-39,290.395999997854,alive,none,belted,0,f,36,2000,1989,unavail,driver,0,1
10-24,92.6039999993518,alive,none,belted,1,m,34,2000,1995,unavail,driver,0,3
10-24,92.6039999993518,alive,none,none,1,m,33,2000,1993,unavail,driver,0,3
25-39,92.6039999993518,alive,none,belted,1,f,17,2000,1989,unavail,driver,0,1
25-39,92.6039999993518,alive,none,belted,1,m,19,2000,1989,unavail,pass,0,1
25-39,121.338999999687,alive,airbag,belted,0,m,47,2000,1999,nodeploy,driver,0,2
10-24,111.650999999605,alive,airbag,belted,1,f,35,2000,1997,deploy,driver,1,1
10-24,111.650999999605,alive,airbag,belted,0,m,18,2000,1993,nodeploy,driver,0,1
10-24,315.295999996364,alive,airbag,belted,1,m,24,2000,2000,nodeploy,driver,0,0
10-24,315.295999996364,alive,airbag,none,1,f,21,2000,2000,nodeploy,pass,0,1
10-24,65.7849999992177,alive,none,none,1,m,19,2000,1990,unavail,driver,0,1
10-24,65.7849999992177,alive,airbag,belted,0,f,23,2000,1995,deploy,driver,1,3
10-24,41.8549999999814,alive,airbag,belted,1,m,42,2000,1993,deploy,driver,1,2
10-24,41.8549999999814,alive,none,belted,1,m,48,2000,1993,unavail,pass,0,3
25-39,64.3789999997243,alive,airbag,none,1,f,27,2000,1998,deploy,driver,1,3
10-24,64.3789999997243,alive,none,none,1,m,41,2000,1976,unavail,driver,0,2
10-24,64.3789999997243,alive,none,none,1,m,23,2000,1976,unavail,pass,0,2
40-54,48.2319999998435,alive,none,belted,0,f,38,2000,1990,unavail,driver,0,0
40-54,48.2319999998435,alive,airbag,none,1,f,81,2000,1993,deploy,driver,1,3
10-24,530.231999993324,alive,none,belted,1,m,17,2000,1984,unavail,driver,0,0
10-24,530.231999993324,alive,airbag,belted,0,m,24,2000,1995,nodeploy,driver,0,0
25-39,56.0149999996647,alive,none,none,0,m,19,2000,1984,unavail,driver,0,1
25-39,56.0149999996647,dead,none,none,0,f,16,2000,1984,unavail,pass,0,4
25-39,56.0149999996647,alive,airbag,belted,1,m,45,2000,1997,nodeploy,driver,0,1
25-39,56.0149999996647,alive,airbag,belted,1,f,44,2000,1997,nodeploy,pass,0,1
10-24,74.6849999995902,alive,none,belted,1,m,18,2000,1988,unavail,driver,0,1
10-24,74.6849999995902,alive,none,belted,1,m,17,2000,1988,unavail,pass,0,3
55+,48.7539999997243,alive,airbag,belted,1,m,17,2000,1996,deploy,driver,1,3
1-9km/h,1343.72399999201,alive,none,belted,0,f,17,2000,1986,unavail,driver,0,0
40-54,26.4219999997877,alive,none,belted,0,m,19,2000,1990,unavail,driver,0,3
40-54,26.4219999997877,dead,none,belted,0,m,18,2000,1990,unavail,pass,0,4
25-39,279.226999998093,alive,airbag,belted,1,m,40,2000,1998,deploy,driver,1,2
40-54,279.226999998093,alive,none,belted,0,m,28,2000,1994,unavail,driver,0,2
10-24,72.7089999997988,alive,airbag,belted,0,f,38,2000,1997,deploy,driver,1,1
10-24,72.7089999997988,alive,airbag,belted,1,m,88,2000,1999,deploy,driver,1,1
1-9km/h,183.667999999598,alive,airbag,belted,0,f,51,2000,1994,nodeploy,driver,0,1
10-24,513.689999997616,alive,none,belted,0,m,18,2000,1989,unavail,driver,0,0
55+,56.0149999996647,dead,none,none,1,m,22,2000,1992,unavail,driver,0,4
55+,56.0149999996647,alive,airbag,belted,1,f,36,2000,1993,deploy,driver,1,3
10-24,47.5419999998994,alive,none,belted,1,m,71,2000,1991,unavail,driver,0,1
25-39,47.5419999998994,alive,airbag,none,1,m,29,2000,2000,deploy,driver,1,3
25-39,47.5419999998994,alive,airbag,none,1,f,27,2000,2000,deploy,pass,1,3
25-39,90.3779999995604,dead,airbag,belted,1,m,70,2000,1994,deploy,driver,1,3
1-9km/h,382.130999997258,alive,airbag,belted,0,m,19,2000,1998,nodeploy,driver,0,0
1-9km/h,382.130999997258,alive,airbag,belted,0,m,22,2000,1998,nodeploy,pass,0,0
25-39,48.7539999997243,alive,none,belted,1,m,27,2000,1990,unavail,driver,0,0
25-39,48.7539999997243,alive,none,belted,1,m,26,2000,1990,unavail,pass,0,1
10-24,48.7539999997243,alive,airbag,belted,1,f,64,2000,1993,deploy,driver,1,1
10-24,48.7539999997243,alive,none,belted,1,f,46,2000,1993,unavail,pass,0,3
25-39,48.7539999997243,alive,airbag,belted,1,m,77,2000,1995,deploy,driver,1,2
25-39,48.7539999997243,alive,airbag,belted,1,f,74,2000,1995,deploy,pass,1,1
25-39,48.7539999997243,alive,airbag,none,1,f,73,2000,1992,deploy,driver,1,3
10-24,26.1219999999739,alive,airbag,belted,1,f,42,2000,1997,nodeploy,driver,0,3
10-24,26.1219999999739,alive,airbag,belted,1,f,43,2000,1997,nodeploy,pass,0,3
10-24,105.73099999968,alive,airbag,belted,1,m,20,2000,1995,deploy,driver,1,0
10-24,105.73099999968,alive,airbag,belted,1,f,18,2000,1995,deploy,pass,1,0
25-39,105.73099999968,alive,none,belted,1,f,24,2000,1991,unavail,driver,0,1
40-54,163.190999999642,alive,airbag,belted,1,m,71,2000,1996,deploy,driver,1,2
40-54,163.190999999642,alive,none,belted,0,f,62,2000,1985,unavail,driver,0,2
25-39,163.190999999642,alive,none,belted,1,m,40,2000,1996,unavail,driver,0,2
10-24,104.924999999814,alive,airbag,belted,0,f,35,2000,1998,nodeploy,driver,0,1
10-24,104.924999999814,alive,none,belted,1,f,42,2000,1989,unavail,driver,0,1
25-39,265.048999998719,alive,airbag,belted,1,f,16,2000,1994,deploy,driver,1,1
25-39,265.048999998719,alive,none,belted,1,m,18,2000,1994,unavail,pass,0,1
25-39,22.9969999999739,alive,none,none,1,m,26,2000,1990,unavail,driver,0,3
10-24,435.797999996692,alive,none,belted,1,f,44,2000,1992,unavail,driver,0,1
25-39,55.3779999995604,alive,airbag,belted,0,m,76,2000,1999,deploy,driver,1,3
25-39,55.3779999995604,alive,airbag,belted,1,m,43,2000,1999,deploy,driver,1,1
25-39,55.3779999995604,alive,airbag,belted,1,f,16,2000,1999,deploy,pass,1,1
10-24,145.637999998406,alive,airbag,none,1,f,56,2000,1997,nodeploy,driver,0,1
10-24,145.637999998406,alive,none,none,1,m,22,2000,1986,unavail,driver,0,0
25-39,367.892999999225,alive,none,belted,1,m,25,2000,1991,unavail,driver,0,1
25-39,367.892999999225,alive,none,belted,1,m,24,2000,1991,unavail,pass,0,1
25-39,367.892999999225,alive,airbag,belted,0,f,21,2000,1993,nodeploy,driver,0,0
25-39,313.21799999848,alive,none,belted,1,f,45,2000,1991,unavail,driver,0,1
10-24,313.21799999848,alive,none,none,1,f,78,2000,1984,unavail,driver,0,2
25-39,26.4219999997877,alive,airbag,belted,1,f,76,2000,1992,deploy,driver,1,3
25-39,26.4219999997877,dead,none,belted,1,m,83,2000,1992,unavail,pass,0,4
25-39,26.4219999997877,alive,none,belted,1,f,40,2000,1994,unavail,driver,0,1
1-9km/h,223.888999998569,alive,airbag,belted,0,f,19,2000,1999,nodeploy,driver,0,1
1-9km/h,223.888999998569,alive,airbag,belted,0,m,16,2000,1999,nodeploy,pass,0,NA
10-24,194.71799999848,alive,airbag,none,1,m,75,2000,2000,deploy,driver,1,1
10-24,194.71799999848,alive,airbag,none,1,f,65,2000,2000,deploy,pass,1,1
10-24,614.440999999642,alive,airbag,belted,1,f,66,2000,1994,nodeploy,driver,0,1
10-24,614.440999999642,alive,airbag,belted,1,m,48,2000,1997,deploy,driver,1,0
10-24,323.397999998182,alive,none,belted,0,f,20,2000,1987,unavail,driver,0,1
10-24,323.397999998182,alive,none,belted,0,f,20,2000,1987,unavail,pass,0,1
10-24,104.764999999665,alive,airbag,belted,1,f,51,2000,1999,nodeploy,driver,0,1
10-24,330.590999998152,alive,airbag,belted,0,f,49,2000,1999,nodeploy,driver,0,0
55+,26.1219999999739,alive,airbag,none,1,m,53,2000,1998,deploy,driver,1,3
55+,26.1219999999739,alive,airbag,belted,1,f,36,2000,1998,deploy,pass,1,2
25-39,546.604999996722,alive,none,belted,1,f,32,2000,1984,unavail,driver,0,1
25-39,546.604999996722,alive,airbag,none,0,f,40,2000,1999,deploy,driver,1,1
10-24,121.711999999359,alive,airbag,belted,1,m,31,2000,1999,deploy,driver,1,2
10-24,384.06799999997,alive,airbag,none,1,f,76,2000,1999,nodeploy,driver,0,0
55+,41.8549999999814,alive,none,belted,1,f,19,2000,1988,unavail,driver,0,3
55+,41.8549999999814,alive,none,none,1,f,18,2000,1988,unavail,pass,0,2
25-39,48.7539999997243,alive,airbag,none,1,f,44,2000,1995,nodeploy,driver,0,3
40-54,934.79999999702,alive,airbag,belted,1,m,37,2000,1993,deploy,driver,1,2
10-24,254.126999998465,alive,airbag,belted,1,f,20,2000,1995,deploy,driver,1,1
25-39,254.126999998465,alive,none,belted,1,m,54,2000,1991,unavail,driver,0,1
40-54,47.5419999998994,alive,airbag,belted,0,m,17,2000,2000,deploy,driver,1,3
40-54,47.5419999998994,alive,airbag,belted,0,m,16,2000,2000,deploy,pass,1,2
25-39,30.5769999998156,alive,none,belted,0,f,39,2000,1988,unavail,driver,0,3
25-39,133.06799999997,alive,none,belted,1,m,20,2000,1994,unavail,driver,0,0
10-24,133.06799999997,alive,airbag,belted,1,m,31,2000,1997,deploy,driver,1,1
10-24,593.978999994695,alive,none,belted,1,m,40,2000,1987,unavail,driver,0,1
40-54,27.7009999998845,alive,none,belted,1,m,63,2000,1989,unavail,driver,0,3
10-24,27.7009999998845,alive,none,belted,1,m,42,2000,1988,unavail,driver,0,3
10-24,27.7009999998845,alive,none,belted,1,f,47,2000,1988,unavail,pass,0,3
25-39,176.767999999225,alive,none,belted,0,f,23,2000,1988,unavail,driver,0,1
25-39,176.767999999225,alive,none,belted,0,m,24,2000,1988,unavail,pass,0,0
10-24,262.746999997646,alive,none,belted,1,m,48,2000,1988,unavail,driver,0,5
10-24,111.453999999911,alive,airbag,belted,1,f,31,2000,1998,nodeploy,driver,0,1
10-24,154.488999998197,alive,none,none,0,f,31,2000,1993,unavail,driver,0,1
10-24,154.488999998197,alive,none,none,0,f,68,2000,1993,unavail,pass,0,1
25-39,52.2379999998957,alive,airbag,none,0,m,24,2000,1998,nodeploy,driver,0,5
25-39,114.598999999464,alive,airbag,belted,1,m,39,2000,1992,deploy,driver,1,2
25-39,114.598999999464,alive,none,belted,1,f,35,2000,1992,unavail,pass,0,2
25-39,114.598999999464,alive,airbag,belted,0,m,39,2000,1997,deploy,driver,1,1
25-39,158.8479999993,alive,none,belted,1,m,26,2000,1994,unavail,driver,0,2
10-24,158.8479999993,alive,airbag,belted,1,f,37,2000,1995,nodeploy,driver,0,1
1-9km/h,76.6539999991655,alive,none,belted,1,f,47,2000,1984,unavail,driver,0,1
25-39,442.667999997735,alive,airbag,belted,1,m,35,2000,1993,nodeploy,driver,0,0
10-24,223.55199999921,alive,none,none,0,m,51,2000,1989,unavail,driver,0,1
10-24,203.413999998942,alive,none,belted,0,m,78,2000,1992,unavail,driver,0,1
10-24,786.202999994159,alive,none,belted,0,f,42,2000,1989,unavail,driver,0,1
10-24,786.202999994159,alive,none,belted,0,m,56,2000,1989,unavail,pass,0,1
10-24,20.2089999997988,alive,airbag,none,0,f,50,2000,1996,deploy,driver,1,1
10-24,20.2089999997988,dead,airbag,belted,0,f,56,2000,1996,deploy,pass,1,4
25-39,20.2089999997988,alive,none,none,1,m,26,2000,1987,unavail,driver,0,1
10-24,20.4559999997728,dead,airbag,none,0,m,57,2000,1993,nodeploy,driver,0,4
10-24,700.905999995768,alive,airbag,belted,0,f,45,2000,1993,nodeploy,driver,0,1
10-24,700.905999995768,alive,airbag,belted,0,m,19,2000,1993,nodeploy,pass,0,1
10-24,457.020999997854,alive,airbag,belted,0,m,39,2000,2000,nodeploy,driver,0,1
10-24,457.020999997854,alive,airbag,belted,0,f,41,2000,2000,nodeploy,pass,0,1
10-24,2316.43899998069,alive,airbag,belted,0,m,31,2000,1993,nodeploy,driver,0,0
10-24,2316.43899998069,alive,airbag,belted,0,m,22,2000,1993,nodeploy,pass,0,0
10-24,2000.48999999464,alive,airbag,belted,1,m,53,2000,1993,deploy,driver,1,0
10-24,2000.48999999464,alive,none,belted,1,m,84,2000,1989,unavail,driver,0,1
10-24,211.400999998674,alive,airbag,belted,0,m,44,2000,1993,deploy,driver,1,1
10-24,314.224999997765,alive,airbag,belted,1,m,25,2000,2000,deploy,driver,1,0
10-24,213.694999998435,alive,airbag,belted,1,m,36,2000,1996,deploy,driver,1,0
10-24,213.694999998435,alive,airbag,belted,0,f,32,2000,1992,deploy,driver,1,1
10-24,51.9519999995828,alive,airbag,none,1,m,25,2000,1998,deploy,driver,1,2
10-24,51.9519999995828,alive,airbag,none,1,m,45,2000,1998,deploy,pass,1,3
10-24,927.140999995172,alive,none,belted,0,f,28,2000,1991,unavail,driver,0,0
10-24,291.721999999136,alive,none,belted,0,m,37,2000,1991,unavail,driver,0,0
10-24,291.721999999136,alive,none,belted,0,f,42,2000,1991,unavail,pass,0,0
10-24,26.1439999998547,alive,none,none,1,f,50,2000,1983,unavail,driver,0,0
10-24,26.1439999998547,alive,none,belted,0,f,29,2000,1991,unavail,driver,0,3
10-24,359.021999999881,alive,airbag,belted,1,m,43,2000,1998,deploy,driver,1,1
25-39,359.021999999881,alive,none,none,1,m,24,2000,1986,unavail,driver,0,2
25-39,359.021999999881,alive,none,none,1,m,36,2000,1986,unavail,pass,0,3
10-24,378.276999998838,alive,airbag,belted,0,f,18,2000,1995,nodeploy,driver,0,1
10-24,378.276999998838,alive,airbag,belted,0,f,19,2000,1995,nodeploy,pass,0,1
25-39,13.0509999999776,dead,airbag,none,0,f,52,2000,1997,nodeploy,driver,0,4
25-39,13.0509999999776,alive,airbag,belted,0,f,22,2000,1997,nodeploy,pass,0,3
10-24,12.9019999998854,alive,airbag,belted,1,m,55,2000,1996,deploy,driver,1,1
25-39,12.9019999998854,alive,airbag,belted,1,f,74,2000,1999,deploy,driver,1,3
25-39,12.9019999998854,alive,airbag,none,1,f,72,2000,1999,deploy,pass,1,1
10-24,55.1909999996424,alive,none,belted,0,f,44,2000,1994,unavail,driver,0,3
25-39,55.1909999996424,alive,none,none,1,m,57,2000,1986,unavail,driver,0,2
10-24,757.913999997079,alive,airbag,belted,0,f,17,2000,1999,nodeploy,driver,0,0
10-24,757.913999997079,alive,airbag,belted,0,f,16,2000,1999,nodeploy,pass,0,0
55+,11.3589999999385,alive,airbag,belted,1,f,17,2000,1995,deploy,driver,1,1
25-39,11.3589999999385,alive,none,belted,1,f,38,2000,1991,unavail,driver,0,3
10-24,11.3589999999385,alive,none,none,1,f,73,2000,1984,unavail,driver,0,3
10-24,11.3589999999385,alive,none,none,1,m,74,2000,1984,unavail,pass,0,3
10-24,11.3589999999385,alive,airbag,none,1,m,80,2000,1990,deploy,driver,1,0
25-39,605.775999993086,alive,none,belted,1,f,48,2000,1987,unavail,driver,0,1
10-24,605.775999993086,alive,none,belted,0,f,34,2000,1993,unavail,driver,0,1
10-24,124.671999999322,alive,airbag,belted,0,f,35,2000,1994,nodeploy,driver,0,1
10-24,155.737999999896,alive,airbag,belted,1,m,53,2000,1999,nodeploy,driver,0,0
